序號,hohi_id,旅宿名稱,縣市,鄉鎮市區,業別,地址,電話,官網,Google地圖,Google評分,評論數,合理價格下限,合理價格上限,查詢入住日,查詢退房日,人數,平日雙人房價,房型名稱,來源平台,結果,查核日期
235,8995,福澳窩背包客民宿,連江縣,南竿鄉,民宿,連江縣南竿鄉福沃村89號,0937883091-,https://site.traiwan.com/FuAoWoHostel/,https://maps.google.com/?cid=17231107849696459049,4.7,158,300,900,2026-09-01,2026-09-02,2,,,,,
236,16280,23Here民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市國聯五路23號,0966772333-,https://23here.970bnb.net/index.html,https://maps.google.com/?cid=17926240278685939002,4.8,158,300,13500,2026-09-01,2026-09-02,2,,,,,
237,26304,水連天海景電梯民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市西文里11鄰西文澳501號,0988108686,,https://maps.google.com/?cid=13728787749696621788,4.5,157,300,5220,2026-09-01,2026-09-02,2,,,,,
238,19537,海漣天海岸民宿(特色民宿),澎湖縣,馬公市,民宿,澎湖縣馬公市西文里11鄰西文澳500號,0926926633,,https://maps.google.com/?cid=13728787749696621788,4.5,157,300,4320,2026-09-01,2026-09-02,2,,,,,
239,20667,小敏民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉福興村舊村六街137號,0932540676-,,https://maps.google.com/?cid=1750972645836563155,4.5,156,300,3600,2026-09-01,2026-09-02,2,,,,,
240,30236,小逗民宿,臺東縣,臺東市,民宿,臺東縣臺東市國泰街123號,0968605031-,,https://maps.google.com/?cid=4479390538457405199,4.8,156,300,6300,2026-09-01,2026-09-02,2,,,,,
241,28325,興海灣運動休閒會館,屏東縣,滿州鄉,民宿,屏東縣滿州鄉港口村12鄰興海路163號,096367005008-8801080,,https://maps.google.com/?cid=2401073218757999647,4.6,154,300,7920,2026-09-01,2026-09-02,2,,,,,
242,34659,八八觀海古厝民宿,金門縣,金沙鎮,民宿,金門縣金沙鎮官澳15號、15之1號,0910394377082-355340,,https://maps.google.com/?cid=11328096022392672612,4.9,153,300,5400,2026-09-01,2026-09-02,2,,,,,
243,17567,幸福客棧,彰化縣,和美鎮,民宿,彰化縣和美鎮源埤里南安路176號,0919525834-,http://goo.gl/YdBHRG,https://maps.google.com/?cid=3016659776993283429,4.7,152,300,4500,2026-09-01,2026-09-02,2,,,,,
244,32537,艸祭會館,屏東縣,恆春鎮,民宿,屏東縣恆春鎮南灣路962號,090121096008-8883001,,https://maps.google.com/?cid=18045032353657864032,4.8,151,300,10800,2026-09-01,2026-09-02,2,,,,,
245,10111,履舍民宿,臺東縣,臺東市,民宿,臺東縣臺東市光明路170號,0987382795-,https://www.facebook.com/Kk113Rw520/,https://maps.google.com/?cid=13608752729136271719,4.6,148,300,4500,2026-09-01,2026-09-02,2,,,,,
246,28608,水連田日式庭院,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉大吉二路456號,0975875268,,https://maps.google.com/?cid=1869945186830356914,4.8,147,300,4500,2026-09-01,2026-09-02,2,,,,,
247,30257,小豆旅宿民宿,臺東縣,臺東市,民宿,臺東縣臺東市國泰街65號,0908783560-,,https://maps.google.com/?cid=10899214953301282137,4.8,146,300,6300,2026-09-01,2026-09-02,2,,,,,
248,38471,九份山城山海灣民宿,新北市,瑞芳區,民宿,新北市瑞芳區街頂巷22號,0985104985-,,https://maps.google.com/?cid=16170598605160197331,4.5,145,300,5400,2026-09-01,2026-09-02,2,,,,,
249,3800,九份高媽媽民宿,新北市,瑞芳區,民宿,新北市瑞芳區汽車路7之5號,02-24971680,,https://maps.google.com/?cid=15686945845526964599,4.5,145,300,3420,2026-09-01,2026-09-02,2,,,,,
250,31144,漁海民宿,宜蘭縣,礁溪鄉,民宿,宜蘭縣礁溪鄉大塭路39之10號,0986823859,,https://maps.google.com/?cid=15476145927814711231,4.9,141,300,4050,2026-09-01,2026-09-02,2,,,,,
251,22563,小茉莉民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市石泉里15鄰石泉1之550號,06-9211359,,https://maps.google.com/?cid=6628272554977977414,4.9,140,300,4050,2026-09-01,2026-09-02,2,,,,,
252,8467,新京站民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市富陽路16號,093716813903-8567939,http://www.tw161688.com,https://maps.google.com/?cid=7353173511036428276,4.3,138,300,5112,2026-09-01,2026-09-02,2,,,,,
253,15799,夢想家民宿,屏東縣,琉球鄉,民宿,屏東縣琉球鄉三民路39-1號,091289328508-8612351,https://www.facebook.com/17dreamer,https://maps.google.com/?cid=5021253430987424924,4.4,138,300,7200,2026-09-01,2026-09-02,2,,,,,
254,8507,海韵閣民宿,臺東縣,臺東市,民宿,臺東縣臺東市知本路三段398巷37號,0934083681-,,https://maps.google.com/?cid=4598290745554884402,4.6,138,300,5850,2026-09-01,2026-09-02,2,,,,,
255,21594,旅行者之家民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市國聯里15鄰國聯二路82號,03-8352868,,https://maps.google.com/?cid=14833703728493977175,4.2,136,300,2340,2026-09-01,2026-09-02,2,,,,,
256,19877,芹壁地中海民宿,連江縣,北竿鄉,民宿,連江縣北竿鄉芹壁村68號(永康居),0836-56612,,https://maps.google.com/?cid=992343322067568272,3.5,136,300,4680,2026-09-01,2026-09-02,2,,,,,
257,34473,漁宅文旅,屏東縣,東港鎮,民宿,屏東縣東港鎮水源二街2號,0919209016-,,https://maps.google.com/?cid=5286837325486255817,4.9,134,300,7200,2026-09-01,2026-09-02,2,,,,,
258,10691,驫風民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市東衛里2鄰東衛26之9號,097234371606-9211692,,https://maps.google.com/?cid=7078989989022955839,4.5,132,300,3600,2026-09-01,2026-09-02,2,,,,,
259,3342,伯爵農莊民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉稻香村稻興一街88號,093348785803-8549737,,https://maps.google.com/?cid=6665466143936421294,4.3,132,300,1800,2026-09-01,2026-09-02,2,,,,,
260,27251,風仙廬香草園民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市西文里11鄰西文澳97之68號,0978216790,,https://maps.google.com/?cid=3991918036904112597,4.9,131,300,4320,2026-09-01,2026-09-02,2,,,,,
261,20755,晴光部落民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市鎖港里鎖管港1886號,06-9950838,http://www.facebook.com/1886loma,https://maps.google.com/?cid=3087299157275471333,5,130,300,2880,2026-09-01,2026-09-02,2,,,,,
262,32527,鹹菜巷8號,臺南市,中西區,民宿,臺南市中西區開山路122巷56弄8號,0919918089-,https://www.pickle8.tw/,https://maps.google.com/?cid=16934329174018503001,5,130,300,16200,2026-09-01,2026-09-02,2,,,,,
263,31176,千和居,臺南市,安平區,民宿,臺南市安平區州平二街2之6號,0930803301-,https://ab0930803301.wixsite.com/j666,https://maps.google.com/?cid=11460891178131728224,5,129,300,10800,2026-09-01,2026-09-02,2,,,,,
264,27533,巧人文旅民宿,南投縣,魚池鄉,民宿,南投縣魚池鄉魚池村新店巷25之18號,0905273195-,,https://maps.google.com/?cid=14251391344503668902,4.9,129,300,4752,2026-09-01,2026-09-02,2,,,,,
265,13574,懷鄉園渡假別墅,宜蘭縣,礁溪鄉,民宿,宜蘭縣礁溪鄉二龍村淇武蘭路12-1號,0912871476,,https://maps.google.com/?cid=2532474699982047239,4.6,128,300,5400,2026-09-01,2026-09-02,2,,,,,
266,10846,薇嬁民宿,宜蘭縣,羅東鎮,民宿,宜蘭縣羅東鎮新群里月眉路443號,098752888603-9601368,,https://maps.google.com/?cid=15770330386076151870,4.7,128,300,5400,2026-09-01,2026-09-02,2,,,,,
267,9752,童伴親子民宿,花蓮縣,新城鄉,民宿,花蓮縣新城鄉北埔村23鄰北埔路163巷3弄2號,0913311329-,,https://maps.google.com/?cid=7809735802583570901,4.7,127,300,9000,2026-09-01,2026-09-02,2,,,,,
268,34501,瑞柒民宿,屏東縣,東港鎮,民宿,屏東縣東港鎮明禮路176巷26號,0972830898-,,https://maps.google.com/?cid=10159398542823763265,5,126,300,6300,2026-09-01,2026-09-02,2,,,,,
269,4666,水舞間,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉水井一路92號,0921795021-,http://www.waterdance.com.tw,https://maps.google.com/?cid=455831184475539228,4.6,124,300,8100,2026-09-01,2026-09-02,2,,,,,
270,18519,冬山河左岸民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉協和村親河路二段103巷1弄10號,0923507500-,,https://maps.google.com/?cid=10677238278357433659,4.3,124,300,3600,2026-09-01,2026-09-02,2,,,,,
271,7037,旅人燈塔民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市山水里6鄰珠江110之13號,0936343705,,https://maps.google.com/?cid=1008443336772589312,4.8,123,300,2970,2026-09-01,2026-09-02,2,,,,,
272,37003,八八金歐二館民宿,金門縣,金沙鎮,民宿,金門縣金沙鎮后宅2之1號,0910394377082-355340,,https://maps.google.com/?cid=15555099998237512265,5,121,300,6120,2026-09-01,2026-09-02,2,,,,,
273,576,筆令莊園民宿,臺東縣,臺東市,民宿,臺東縣臺東市志航路1段971巷79號,0932336410-,,https://maps.google.com/?cid=18058686067308052028,4.7,120,300,4140,2026-09-01,2026-09-02,2,,,,,
274,32786,厝旅店,屏東縣,恆春鎮,民宿,屏東縣恆春鎮南灣路130號,0989011110,,https://maps.google.com/?cid=12764916771949913494,5,120,300,4500,2026-09-01,2026-09-02,2,,,,,
275,8689,津沙文化村,連江縣,南竿鄉,民宿,連江縣南竿鄉津沙村70號,0836-26190,,https://maps.google.com/?cid=10355263036379002361,4.2,119,300,4320,2026-09-01,2026-09-02,2,,,,,
276,37237,后HO民宿,臺中市,后里區,民宿,臺中市后里區尾社路396之1號,0909512185-,,https://maps.google.com/?cid=10114275078349200380,5,117,300,5400,2026-09-01,2026-09-02,2,,,,,
277,4817,美好墾丁旅閣民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮船帆路846巷70號,08-8851317,,https://maps.google.com/?cid=5406551909259399762,4.7,116,300,5220,2026-09-01,2026-09-02,2,,,,,
278,17115,鳥語花香,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉三結三路5巷2號,0915099062,https://www.facebook.com/birdsflowerstravel/,https://maps.google.com/?cid=16745086555001173336,4.7,116,300,5940,2026-09-01,2026-09-02,2,,,,,
279,36585,九號碧木嶼,臺南市,安平區,民宿,臺南市安平區世平路9號,0915495335-,,https://maps.google.com/?cid=1365868708238756863,4.6,116,300,21600,2026-09-01,2026-09-02,2,,,,,
280,1732,霽月山莊民宿,新竹縣,新埔鎮,民宿,新竹縣新埔鎮照門里6鄰九芎湖15-7號,03-5899239,,https://maps.google.com/?cid=16784420112754262198,3.8,116,300,5400,2026-09-01,2026-09-02,2,,,,,
281,17219,和平森旅,花蓮縣,秀林鄉,旅館,花蓮縣秀林鄉和平村2鄰和平38之8號,03-8681246,https://rwd.ezhotel.cloud/gmhotel,https://maps.google.com/?cid=7215601283004843441,3.6,115,300,3600,2026-09-01,2026-09-02,2,,,,,
282,30098,像個家plus民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市民主里7鄰北濱街12巷16號,0978753532,https://www.facebook.com/athomehualien32/,https://maps.google.com/?cid=12014767967070128797,4.9,115,300,6300,2026-09-01,2026-09-02,2,,,,,
283,29045,寬院子（稻禾館）,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉親河路2段291巷51弄60-2號,0978377688-,,https://maps.google.com/?cid=11177195979364619689,4.8,115,300,7020,2026-09-01,2026-09-02,2,,,,,
284,10055,英倫爵士民宿,臺東縣,卑南鄉,民宿,臺東縣卑南鄉太平路213-1號,0911616190-,,https://maps.google.com/?cid=2327944366420446385,3.6,115,300,5400,2026-09-01,2026-09-02,2,,,,,
285,10114,七美姑娘旅宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆公路78-6號,0901181786,,https://maps.google.com/?cid=10251635611393950799,4.8,115,300,6300,2026-09-01,2026-09-02,2,,,,,
286,18913,落花鉎民宿,臺東縣,東河鄉,民宿,臺東縣東河鄉都蘭村都蘭420-9號,0932217470-,,https://maps.google.com/?cid=13669598851182352052,3.5,114,300,4500,2026-09-01,2026-09-02,2,,,,,
287,21460,四季民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮南灣路鞍山巷2號,0983909555,,https://maps.google.com/?cid=432014974646854586,4.4,113,300,7920,2026-09-01,2026-09-02,2,,,,,
288,28362,歪歪斜斜民宿,臺東縣,長濱鄉,民宿,臺東縣長濱鄉竹湖村中濱28號,0933846388-,,https://maps.google.com/?cid=4351223553419431895,4.9,113,300,9000,2026-09-01,2026-09-02,2,,,,,
289,36106,觀機文旅民宿,嘉義縣,水上鄉,民宿,嘉義縣水上鄉粗溪村14鄰巷口71之2號,0916033222-,https://www.facebook.com/profile.php?id=61557405939327&mibextid=LQQJ4d,https://maps.google.com/?cid=2321039976148743535,4.9,112,300,7920,2026-09-01,2026-09-02,2,,,,,
290,32087,花藝雅築民宿,金門縣,金湖鎮,民宿,金門縣金湖鎮瓊義路461號、461號2樓、461號3樓,0988020802082-332345,,https://maps.google.com/?cid=17239415623621282228,5,112,300,3240,2026-09-01,2026-09-02,2,,,,,
291,26156,鄢室民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市忠孝街22號,0988518161,,https://maps.google.com/?cid=13132404676060250694,4.8,111,300,2160,2026-09-01,2026-09-02,2,,,,,
292,37719,Mr.M都蘭民宿,臺東縣,東河鄉,民宿,臺東縣東河鄉都蘭村16鄰都蘭35-5號,0918552994-,,https://maps.google.com/?cid=13238985082577343598,5,110,300,5400,2026-09-01,2026-09-02,2,,,,,
293,20848,快樂腳青年民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市中山路601巷1弄2號,03-8352868,,https://maps.google.com/?cid=5989654973089670161,4.4,109,300,4320,2026-09-01,2026-09-02,2,,,,,
294,28550,李家出走,新北市,三芝區,民宿,新北市三芝區觀海街20號,0938259783-,,https://maps.google.com/?cid=1351639142887567547,5,108,300,1980,2026-09-01,2026-09-02,2,,,,,
295,21408,休日行旅,臺南市,北區,旅館,臺南市北區公園路128號1樓、8樓及地下室,06-2215588,,https://maps.google.com/?cid=2970948209400985453,4.3,107,300,13500,2026-09-01,2026-09-02,2,,,,,
296,20422,解語花軒民宿,臺東縣,臺東市,民宿,臺東縣臺東市志航路1段412巷17弄35號,0933058844-,,https://maps.google.com/?cid=3466086884141256498,4.9,107,300,3780,2026-09-01,2026-09-02,2,,,,,
297,32176,光粼民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主安里11鄰中正路184巷32號,0919372607-,,https://maps.google.com/?cid=10822570287627395189,4.9,106,300,22500,2026-09-01,2026-09-02,2,,,,,
298,30192,可吉家,臺南市,中西區,民宿,臺南市中西區青年路137巷55號,0916065369,,https://maps.google.com/?cid=5220622272473513439,4.9,105,300,2700,2026-09-01,2026-09-02,2,,,,,
299,37175,牛角一邊厝,連江縣,南竿鄉,民宿,連江縣南竿鄉復興村124號,0921680326-,,https://maps.google.com/?cid=10439190995502459709,4.9,105,300,5040,2026-09-01,2026-09-02,2,,,,,
300,13718,松鶴雅緻商務旅館,澎湖縣,馬公市,旅館,澎湖縣馬公市陽明里新明路21號7樓,06-9268986,,https://maps.google.com/?cid=3031963161487833512,3.9,105,300,5220,2026-09-01,2026-09-02,2,,,,,
301,1382,吳居吾宿,臺南市,中西區,民宿,臺南市中西區普濟街45號,0930479959-,,https://maps.google.com/?cid=6892769264782603608,4.7,104,300,2160,2026-09-01,2026-09-02,2,,,,,
302,32785,巴里巴里民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮墾丁路通海巷20號,0983826111-,,https://maps.google.com/?cid=15003407850459292565,4.2,103,300,4050,2026-09-01,2026-09-02,2,,,,,
303,9690,魚窩Ｂ＆Ｂ,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉柯林村光華一路430號,0958580996,http://fish-house.hotweb.com.tw/p9.php?pdir=news&model=news_b_1&hid=KW1182583014&nid=KW1182583014N1376552318,https://maps.google.com/?cid=2835088966983649740,4.9,103,300,9000,2026-09-01,2026-09-02,2,,,,,
304,38372,璦勒芬莊園民宿,嘉義縣,番路鄉,民宿,嘉義縣番路鄉公田村隙頂7號,0920249108-,,https://maps.google.com/?cid=12206703137006560487,4.9,102,300,15120,2026-09-01,2026-09-02,2,,,,,
305,22665,藍海筑夢城民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉仁安村16鄰南海八街163號,0963306620,,https://maps.google.com/?cid=12281921994273569912,4.6,102,300,8910,2026-09-01,2026-09-02,2,,,,,
306,35439,田心仔民宿,嘉義縣,溪口鄉,民宿,嘉義縣溪口鄉林腳村14鄰田心仔18號,0989424849-,,https://maps.google.com/?cid=12443526526886046544,4.9,102,300,7200,2026-09-01,2026-09-02,2,,,,,
307,37288,六小孩親子民宿,苗栗縣,公館鄉,民宿,苗栗縣公館鄉五谷村10鄰五谷298之7號,0900033666-,,https://maps.google.com/?cid=6437013319991191430,5,101,300,24300,2026-09-01,2026-09-02,2,,,,,
308,18944,半天陶坊,南投縣,鹿谷鄉,民宿,南投縣鹿谷鄉竹林村3鄰愛鄉路123-5號,0912677009-,,https://maps.google.com/?cid=1108673922795130225,4.8,99,300,5400,2026-09-01,2026-09-02,2,,,,,
309,3675,悅來民宿,臺東縣,卑南鄉,民宿,臺東縣卑南鄉太平村民生路197號,0911212123-,http://taitunghouse.pixnet.net/blog,https://maps.google.com/?cid=17773423093231643133,4.5,99,300,4140,2026-09-01,2026-09-02,2,,,,,
310,34607,東美佇所民宿,臺東縣,臺東市,民宿,臺東縣臺東市杭州街220巷18號,0912996835-,https://tcs.hi-bnb.com/,https://maps.google.com/?cid=573641848082275054,5,98,300,7200,2026-09-01,2026-09-02,2,,,,,
311,6931,綠園旅社,宜蘭縣,礁溪鄉,旅館,宜蘭縣礁溪鄉德陽路72號1-4樓,092619227303-9882279,,https://maps.google.com/?cid=13535565302309698017,4.6,94,300,7200,2026-09-01,2026-09-02,2,,,,,
312,4643,楓香白樺莊園民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮豐泉里長興路12-8號,089-812559,,https://maps.google.com/?cid=8679719258841542228,4.7,93,300,4140,2026-09-01,2026-09-02,2,,,,,
313,21429,恆春奕棧,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆公路210之2號,095541020008-8882611,,https://maps.google.com/?cid=8305086077479381757,4.8,92,300,3600,2026-09-01,2026-09-02,2,,,,,
314,3017,市居民宿,花蓮縣,玉里鎮,民宿,花蓮縣玉里鎮中山路二段121號,0932651286,,https://maps.google.com/?cid=3959534387181986697,3.9,92,300,2250,2026-09-01,2026-09-02,2,,,,,
315,18730,大夫第民宿,金門縣,金城鎮,民宿,金門縣金城鎮珠山41號,0963166171082-323468,,https://maps.google.com/?cid=15104537234830027897,4.3,90,300,4500,2026-09-01,2026-09-02,2,,,,,
316,38391,鹿港宏宇旅宿,彰化縣,鹿港鎮,民宿,彰化縣鹿港鎮頂厝里裕民街129號,0937794079-,,https://maps.google.com/?cid=16357773883231391022,5,89,300,15120,2026-09-01,2026-09-02,2,,,,,
317,12005,ＤＯＭＯ,宜蘭縣,員山鄉,民宿,宜蘭縣員山鄉深洲路52號,02-27030655,,https://maps.google.com/?cid=10390287292792282794,4,89,300,3600,2026-09-01,2026-09-02,2,,,,,
318,33034,水耘翠Villa會館,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉寶福路225號,0932941749-,,https://maps.google.com/?cid=2331822665212928636,5,88,300,15120,2026-09-01,2026-09-02,2,,,,,
319,12476,海角城堡民宿,澎湖縣,湖西鄉,民宿,澎湖縣湖西鄉許家村3鄰港子尾68之3號,0932972661,,https://maps.google.com/?cid=18324462795404909971,4.8,87,300,5544,2026-09-01,2026-09-02,2,,,,,
320,17703,玩皮城堡民宿,澎湖縣,湖西鄉,民宿,澎湖縣湖西鄉許家村3鄰港子尾68之2號,06-9211977,,https://maps.google.com/?cid=18324462795404909971,4.8,87,300,5544,2026-09-01,2026-09-02,2,,,,,
321,18051,三義行館,苗栗縣,三義鄉,民宿,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1之19號,0919218244,,https://maps.google.com/?cid=9435175063201660552,3.4,87,300,5040,2026-09-01,2026-09-02,2,,,,,
322,16710,稻香緣民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉稻香村稻興二街109號,091291211503-8532377,http://www.psminshuku.com/,https://maps.google.com/?cid=11100831484975171028,4.9,87,300,8550,2026-09-01,2026-09-02,2,,,,,
323,37569,小鳳民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮中華路40巷7號,0984099726-,,https://maps.google.com/?cid=7825231862601862843,4.9,87,300,4320,2026-09-01,2026-09-02,2,,,,,
324,15161,蘭心山莊民宿,屏東縣,枋寮鄉,民宿,屏東縣枋寮鄉中正大路666-2號,08-8712951,,https://maps.google.com/?cid=7884379895913187643,4.5,86,300,3150,2026-09-01,2026-09-02,2,,,,,
325,25850,瑞恒行館民宿,嘉義縣,布袋鎮,民宿,嘉義縣布袋鎮興中里1鄰後寮路72巷35號,0905098468-,https://guest-house-online.com/,https://maps.google.com/?cid=4542389212730540458,4.6,85,300,4680,2026-09-01,2026-09-02,2,,,,,
326,35405,神隱之月民宿,新北市,瑞芳區,民宿,新北市瑞芳區洞頂路253號,0905788650-,,https://maps.google.com/?cid=17538805610021579125,4.8,85,300,27000,2026-09-01,2026-09-02,2,,,,,
327,4683,嵵裡。仙人掌海景民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市嵵裡里11鄰嵵裡290號,0963563256-,,https://maps.google.com/?cid=4645540126925991884,4.8,82,300,9900,2026-09-01,2026-09-02,2,,,,,
328,22677,柯林小屋,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉柯林二路325號,0918489022,https://www.facebook.com/groups/914476268604565/,https://maps.google.com/?cid=5400328799378448803,4.8,82,300,3600,2026-09-01,2026-09-02,2,,,,,
329,4554,統一的家民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉勝安村16鄰中原路一段418號,0912489038-,http://tongyihomestay.com.tw/,https://maps.google.com/?cid=10434677364748935756,4.4,82,300,6300,2026-09-01,2026-09-02,2,,,,,
330,28341,六宿,臺南市,北區,民宿,臺南市北區公園北路116巷7-1號,0919768515-,,https://maps.google.com/?cid=5515884878528086859,4.8,81,300,3600,2026-09-01,2026-09-02,2,,,,,
331,37286,白袍斜老,南投縣,竹山鎮,民宿,南投縣竹山鎮雲林里16鄰大明路525巷16號,0958988586-,,https://maps.google.com/?cid=13320393184903178626,5,81,300,7200,2026-09-01,2026-09-02,2,,,,,
332,32948,八八古藝悅禾民宿,金門縣,金寧鄉,民宿,金門縣金寧鄉下堡12之5號,0910394377,,https://maps.google.com/?cid=6467079793168283233,5,80,300,3150,2026-09-01,2026-09-02,2,,,,,
333,32728,暮石民宿,新北市,瑞芳區,民宿,新北市瑞芳區烏勢巷50號,0983027257-,,https://maps.google.com/?cid=17271510700798673640,4.8,80,300,14220,2026-09-01,2026-09-02,2,,,,,
334,14087,荷比8號電梯民宿,臺東縣,臺東市,民宿,臺東縣臺東市中興路三段275巷46弄8號,0955171545-,,https://maps.google.com/?cid=8662718866200890086,4.9,80,300,5220,2026-09-01,2026-09-02,2,,,,,
335,35191,煦樂軒古厝民宿,金門縣,金沙鎮,民宿,金門縣金沙鎮田墩11號,0988395294-,,https://maps.google.com/?cid=12820289021148711802,5,79,300,5940,2026-09-01,2026-09-02,2,,,,,
336,34406,東北季豐民宿,澎湖縣,湖西鄉,民宿,澎湖縣湖西鄉隘門村95之1號2樓,0977380996-,,https://maps.google.com/?cid=6389371332923023690,5,79,300,2880,2026-09-01,2026-09-02,2,,,,,
337,31168,藍月亮民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮豐泉里平等路66號,0930912688,,https://maps.google.com/?cid=2262935539660648835,4.9,78,300,7200,2026-09-01,2026-09-02,2,,,,,
338,31169,微笑太陽民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮豐泉里3鄰平等路62號,0911316621,,https://maps.google.com/?cid=2262935539660648835,4.9,78,300,6120,2026-09-01,2026-09-02,2,,,,,
339,22061,輕山居,苗栗縣,通霄鎮,民宿,苗栗縣通霄鎮福興里10鄰福興112之33號,0933206929-,,https://maps.google.com/?cid=4104045769363504648,4.7,78,300,8100,2026-09-01,2026-09-02,2,,,,,
340,28628,有間寓背包旅宿民宿,澎湖縣,湖西鄉,民宿,澎湖縣湖西鄉沙港村19鄰沙港1之5號,0913137751,,https://maps.google.com/?cid=4947395883630902636,4.9,76,300,9000,2026-09-01,2026-09-02,2,,,,,
341,2962,蟬說希臘,金門縣,金寧鄉,民宿,金門縣金寧鄉伯玉路二段446巷2弄6號,0955708881,,https://maps.google.com/?cid=8752936513328590459,4.9,76,300,10800,2026-09-01,2026-09-02,2,,,,,
342,33170,良辰吉日民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市西衛里263號,0937604102,,https://maps.google.com/?cid=7030966131587552103,5,75,300,9000,2026-09-01,2026-09-02,2,,,,,
343,36205,熊讚民宿,花蓮縣,玉里鎮,民宿,花蓮縣玉里鎮中城里2鄰忠孝路89號,098272868503-8886282,,https://maps.google.com/?cid=11036203168327133294,5,75,300,5400,2026-09-01,2026-09-02,2,,,,,
344,35277,有間民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆公路668巷5號,0968966464-,,https://maps.google.com/?cid=2366582293042158774,4.5,73,300,3150,2026-09-01,2026-09-02,2,,,,,
345,34396,鳥藝古厝民宿,金門縣,金城鎮,民宿,金門縣金城鎮前水頭6號,0987210175-,https://www.facebook.com/stone.floor.house,https://maps.google.com/?cid=14757948432805689690,5,73,300,10800,2026-09-01,2026-09-02,2,,,,,
346,33205,光域文旅民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主力里15鄰榮正街186巷2號,0905153030-,,https://maps.google.com/?cid=997831815988495936,4.6,72,300,3762,2026-09-01,2026-09-02,2,,,,,
347,1103,佑佑11號民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆公路970巷11號,0963575939,,https://maps.google.com/?cid=12662928167006757543,4.7,72,300,2700,2026-09-01,2026-09-02,2,,,,,
348,20631,大姆灣民宿,臺東縣,東河鄉,民宿,臺東縣東河鄉都蘭村舊部14-9號,0905167717-,,https://maps.google.com/?cid=2030411036016207613,4.6,71,300,6840,2026-09-01,2026-09-02,2,,,,,
349,15445,綠窗小築民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主力里國風街21巷19號,03-8331719,,https://maps.google.com/?cid=15990493428932668939,4.6,71,300,4050,2026-09-01,2026-09-02,2,,,,,
350,33852,小時公館民宿,花蓮縣,玉里鎮,民宿,花蓮縣玉里鎮中城里18鄰城西一街96號,0966569112-,,https://maps.google.com/?cid=6333138257050489840,5,71,300,4500,2026-09-01,2026-09-02,2,,,,,
351,28467,畫宿行旅民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉東二路22巷39號,0979100488,,https://maps.google.com/?cid=16626607310116788944,4.9,70,300,4752,2026-09-01,2026-09-02,2,,,,,
352,10140,城市物語民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市信義街36-6號,03-8361296,,https://maps.google.com/?cid=12950052992328059992,4.5,70,300,3420,2026-09-01,2026-09-02,2,,,,,
353,4928,美夢成真主題民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷123弄1號,095597294608-8891003,,https://maps.google.com/?cid=4308364360587976515,4.5,69,300,3150,2026-09-01,2026-09-02,2,,,,,
